RecordID,ClassID,UserID,LessonID,LessonAttempt,TotalTime,XML,Q1Data,Q2Data,Q3Data,Q4Data,Q5Data,Q6Data,Q7Data,Q8Data,Q9Data,Q1Duration,Q2Duration,Q3Duration,Q4Duration,WritingTime,Q6Duration,Q7Duration,Q8Duration,Q9Duration,test,WritingTime_original,WritingTime_log,WritingTime_scale
573,mixed,mix15_04,lesson9,1,3141.944,Lesson9-Job.xml,Next,Arousal5_Pleasant9,1.0,2.0,"Factors affecting the job marketFrom the year 1960 the job market has extremely deteriorated. This is due to various underlying factors, including adoption of innovation through technology and explosive growth in world trade which has resulted to declining jobs availability as wells as wages. Technological gains have impacted middle-level jobs with the firm and consumers benefiting with replacement of production workers with machines. The results for these problems is an economy and workers without power and lacking in distribution of financial gains from technology which ultimately hurts the economy.",6.0,5.0,3.0,5.0,146.375,35.468,22.015,7.234,1662.407,1111.594,42.39,50.64,29.421,posttest,1662.407,7.416623187673899,0.6996302932131132
574,mixed,mix15_04,lesson10,1,1498.836,Lesson10-Butterfly.xml,Next,Arousal8_Pleasant8,1.0,4.0,"Overview for a butterfly and moth.A butterfly and a moth are active during daytime and night hence termed as diurnal and nocturnal respectively. Butterflies are characteristic of bright wings, slender and smoother bodies while moths are thicker and hairier. Both fall under insects called lepidoptera having three main body parts- a head, thorax and abdomen, and undergoes a four stage life cycle called metamorphosis. A distinct difference is seen on the pupa stage where a caterpillar forms a chrysalis on a tree branch or other support while a moth caterpillar spins a silk cocoon hidden on leaves or debris.",5.0,4.0,5.0,6.0,186.531,16.062,12.781,11.14,1121.141,5.781,34.343,31.484,21.843,posttest,1121.141,7.022993746636222,0.471662972968192
575,mixed,mix16_05,lesson2,1,653.711,Lesson2-Flood.xml,Next,Arousal8_Pleasant3,4.0,3.0,"The second most natural disaster is flood with widespread damage. Although its occurrence cannot be predicted, the prevalence can be made known the reduce the harm to the earth. There are many causes for flood in which the snow melt suddenly and increase the water level. The heavy rains may contribute to overflowing rivers and streams thus flooding the area around.",5.0,5.0,2.0,3.0,9.093,7.578,3.328,3.484,586.406,3.109,9.453,4.25,6.89,pretest,586.406,6.375716233216949,0.24644634197498724
576,mixed,mix16_05,lesson3,1,444.741,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant2,1.0,3.0,"Most destructive hurricanes to hit the United States was Andrew in 1992 and Katrina in 2005. Although Andrew was stronger than Katrina, Katrina caused more destruction due to its path through New Orleans.Both the hurricanes caused landfalls and deaths to higher number with Katrina have a higher death because of its path.",5.0,4.0,4.0,2.0,24.39,5.187,5.624,3.546,354.406,2.656,8.937,9.125,8.859,pretest,354.406,5.873260797964089,0.148733907983527
577,mixed,mix16_05,lesson9,1,845.364,Lesson9-Job.xml,Next,Arousal8_Pleasant6,2.0,2.0,The overpowering of technology on work force is the after effect of globalization.The quality of work decreased as less skilled workers with low wages replaced skilled high paid workers. The middle level jobs disappeared with increase of unemployment. As the workers contribute to economy and hence job market and country was haunted.,5.0,2.0,4.0,4.0,71.39,19.765,24.812,5.156,631.14,8.312,28.484,19.828,10.265,posttest,631.14,6.449110888602491,0.26528715241539236
578,mixed,mix16_05,lesson10,1,902.693,Lesson10-Butterfly.xml,Next,Arousal9_Pleasant9,1.0,1.0,"Butterfly and Moth are insects with two long antennae and a metamorphosis belonging to lepidoptera in insect group. The similarities of both are that they have a head, thorax, and abdomen; long tongue a proboscis and tiny colored scales covering their wings. The differences between them are butterflies are diurnal, with slender and smoother while moths are nocturnal with thicker and hairier body.Butterfly have thick knobs while moth have feathery or plain and with no knobs for antennae .",4.0,3.0,4.0,4.0,72.765,8.5,6.062,5.359,710.781,4.812,36.875,17.437,10.796,posttest,710.781,6.567770279828569,0.2988298936029522
579,mixed,mix16_02,lesson2,1,263.912,Lesson2-Flood.xml,Next,Arousal7_Pleasant3,2.0,4.0,"Floods are the second most common natural disaster. The occur almost everywhere. Scientists have been trying for a long time to learn how to predict them however, they are only able to recognize the potential for flooding according to conditions, such as a deep snow or human error. They are unable to predict exactly when or if a flood will occur, but they know a lot about when they are likely going to occur.",5.0,5.0,2.0,3.0,81.765,5.375,5.468,3.937,137.406,2.484,5.156,5.578,3.781,pretest,137.406,4.930191394845028,0.057339088258756006
580,mixed,mix16_02,lesson3,1,190.504,Lesson3-Hurricane.xml,Next,Arousal7_Pleasant1,1.0,4.0,"Hurricanes can be very destructive to any area that is hit. Two of the most destructive to hit the US are Hurricane Andrew and Hurricane Katrina. Both left massive destruction and damage to the southeast in their wake. Even though Andrew was considered the strongest of the two a Cat 5, Katrina ended up causing the most damage and fatalities because of its path through New Orleans as a Category 3.",4.0,4.0,3.0,5.0,7.187,3.859,3.499,2.593,140.765,2.812,6.046,6.937,3.89,pretest,140.765,4.954170757115129,0.05875381268020994
581,mixed,mix16_02,lesson9,1,216.383,Lesson9-Job.xml,Next,Arousal6_Pleasant4,3.0,3.0,"The Labor market is deteriorating, and has been over a course of several years. Jobs are moving overseas, and to countries where wages are still low. The introduction of skilled workers into the job hunt for low skill jobs has had an effect on the market as well. The entire economy suffers as a result of this loss of power.",5.0,6.0,6.0,5.0,45.031,4.875,8.593,3.828,108.281,4.859,9.25,10.734,6.656,posttest,108.281,4.693922546585883,0.04507238722426772
582,mixed,mix16_02,lesson10,1,212.051,Lesson10-Butterfly.xml,Next,Arousal4_Pleasant8,2.0,2.0,"Butterflies and moths have a few things in common, such as their four-stage life cycle, and the fact that they are both in the group called lepidoptera. They have a number of differences as well, such as the time of day they are most active. Butterflies are more active during the day, whereas moths are active at night. A moth will spin a silk cocoon, whereas a butterfly will form a chrysalis, and hang from a branch.",5.0,3.0,5.0,5.0,32.421,5.312,5.109,2.39,122.812,9.687,10.703,4.218,5.125,posttest,122.812,4.818764286086153,0.05119247075155181
583,mixed,mix6_03,lesson2,1,869.084,Lesson2-Flood.xml,Next,Arousal5_Pleasant5,2.0,2.0,"Floods are the second most common natural disaster. They can cause great damage and death. Many factors can cause them, like deep snow, fast snow melt on a wet ground or rivers at their full capacity during heavy rains. Science has been trying to predict floods and although they can't predict the exact moment a flood will happen, they can assess probability of occurence. This helps reduce the damage from a flood.",3.0,6.0,2.0,4.0,147.421,25.828,24.765,7.953,497.922,8.562,44.359,44.312,48.125,pretest,497.922,6.212449770908177,0.2091791565900719
585,mixed,mix6_03,lesson9,1,971.46,Lesson9-Job.xml,Next,Arousal5_Pleasant5,3.0,4.0,"Middle labor market has suffered a deterioration due to different causes since 1970. During that time an increased number of people turned into worked force, resulting in too many people available for the same job with lower wages. Adding technologies to that lowers even more the amount of available jobs and reduced wages. All this factors reflect on the worker, affecting the economy and eventually reflecting back again on the work force.",3.0,5.0,6.0,2.0,144.406,3.515,5.046,7.171,713.39,2.828,25.718,15.984,26.203,posttest,713.39,6.571429031703961,0.2999287373110717
586,mixed,mix6_03,lesson10,1,575.334,Lesson10-Butterfly.xml,Next,Arousal6_Pleasant6,1.0,2.0,"Butterfly and moth have many things in common, such as species, body structure, particular characteristics and life cycle. They are insects with scaled wings and a long tongue that go through metamorphosis. Although they are so similar they also present some differences. Butterflies tend to be diurnal, slender and colorful, while moths are tipically nocturnal, thick and dark.",4.0,2.0,4.0,6.0,88.937,3.093,6.281,2.937,398.468,2.953,19.015,18.828,18.812,posttest,398.468,5.990133661872987,0.16729168930478444
587,mixed,mix11_02,lesson2,1,464.053,Lesson2-Flood.xml,Next,Arousal5_Pleasant5,1.0,1.0,"Natural disasters are the worst enemy of man kind, of this one of the main is Floods, Flood cause devastation of lives to properties around the world.Even the scientists cannot predict when and where a flood will happen because this is a natural disaster that creates havoc in the world.Many floods are caused by humans intervention with nature only.",5.0,5.0,3.0,4.0,39.109,9.281,5.281,3.75,337.187,4.484,13.546,17.812,14.828,pretest,337.187,5.823598996932077,0.14148170797965223
588,mixed,mix11_02,lesson3,1,987.131,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant1,1.0,1.0,Hurricane andrews and Hurricane Katrinas was more destructive than any other hurricanes in the past.Many lives and billion dollar worth of properties were lost and people suffered much.Hurricane Katrina was only category 3 took more lives than hurricane andrew although it was caategory 5 .New orleans suffered much as the hurricane passed through it.,5.0,5.0,4.0,5.0,22.406,16.499,19.0,6.671,846.297,8.437,15.812,15.859,15.437,pretest,846.297,6.742051282539588,0.35590574793392954
589,mixed,mix11_02,lesson9,1,485.037,Lesson9-Job.xml,Next,Arousal5_Pleasant5,1.0,2.0,"Job market are the main factors of economy, and it has multiple roots.As technologies improve jobs have moved from u.s. to countries where wages are low.Technologies has made unemployment, reduced wages and less skilled workers all around the world.Middle level jobs have disappeared since the technology era have arrived.The production and loss have fallen on the worker.",5.0,5.0,3.0,3.0,13.375,3.187,3.937,4.796,393.203,4.203,21.437,5.781,15.312,posttest,393.203,5.976866005039737,0.1650742066971765
590,mixed,mix11_02,lesson10,1,500.866,Lesson10-Butterfly.xml,Next,Arousal9_Pleasant9,1.0,1.0,"Butterfly and moth are large winged flying insects with two antennae and a four staged life cycle.Both butterfly and moth have a number of differences, butterflies are diurnal and moths are nocturnal.Butterflies have colorful wings but moths are not so bright.They share the same metamorphosis cycle like egg, larva, pupa and adult.Butterflies are active in the day and moths are active in the night.",5.0,3.0,3.0,4.0,23.75,5.39,6.25,4.515,394.687,8.015,11.609,11.671,14.828,posttest,394.687,5.980623494680107,0.16569922933529432
593,mixed,mix8_02,lesson9,1,824.805,Lesson9-Job.xml,Next,Arousal5_Pleasant4,1.0,5.0,Fluctuation in job market due to availability of worker in 1970. Modern technologies also badly affect the job market because it reduces the need to worker in contrast to wages also affected. Demand of semiskilled worker reduced and high paying worker dominate the job market. All these effect the economy and make it unstable.,3.0,5.0,5.0,4.0,90.187,13.218,6.125,3.906,663.078,2.859,9.406,2.125,3.125,posttest,663.078,6.498399612456906,0.2787386167120271
594,mixed,mix8_02,lesson10,1,748.241,Lesson10-Butterfly.xml,Next,Arousal7_Pleasant5,1.0,4.0,"Butterfly and moth have some similar feature like life cycle, some body feature and both are the Lepidoptera group.Dissimilarity also has with both of them like active time where butterfly in day but moth at night and in concern of body butterfly is slender then moth. Resting mode also change if both Moth is produce the silk",3.0,5.0,5.0,4.0,50.75,10.218,3.593,3.328,634.375,3.609,2.343,2.14,4.828,posttest,634.375,6.454215375767067,0.26664965122557505
595,mixed,mix2_04,lesson2,1,504.366,Lesson2-Flood.xml,Next,Arousal5_Pleasant2,1.0,4.0,"floods are rated as the most common natural disaster, resulted extensive damage and even death.causes of flooding includes deep snow and human error.deep snow rarely causes snow, flooding is more likely occur than when ground is not frozen.heavy rains are main cause of flooding.deep snow, ice covered rivers and weak dams are strong reason of flooding.",3.0,4.0,5.0,4.0,33.187,3.187,3.718,6.343,393.281,5.0,14.609,5.484,4.781,pretest,393.281,5.977063853062663,0.1651070582913633
596,mixed,mix2_04,lesson3,1,574.211,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant2,1.0,4.0,"hurricane andrew in 1992 and hurricane katrina in 2005 are the most destructive hurricanes in united states of america.damage massively parts of south east USA.hurricane andrew had damage property was 25, while hurricane katrina estiated damage was 81 billion.both hurricanes, suffering people in very bad manner.the damage was extensive.26 people died in hurricane andrew on the other hand more than 1800 people died in hurricane katrina.",4.0,4.0,5.0,4.0,23.296,3.906,4.296,3.328,471.875,5.843,5.578,12.078,6.437,pretest,471.875,6.158831082953193,0.19820883000310824
597,mixed,mix2_04,lesson9,1,789.038,Lesson9-Job.xml,Next,Arousal6_Pleasant5,1.0,4.0,"labor market is easy to misinterpret because of its various roots.in 1970's, entry too many workers in job decreased wages.because of manufacturing technologies jobs moved from the U.S, to different countries where wages are low.these factors had effect on the job market.the result is tecnologies gains are disturbed.and the loss falls on the workers.those workers suffer very much and because of this whole economy suffers a loss of powers.",5.0,3.0,5.0,4.0,47.281,47.234,8.531,5.328,586.234,9.843,24.109,20.39,18.328,posttest,586.234,6.375423377531412,0.24637389999806258
598,mixed,mix2_04,lesson10,1,819.522,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant5,2.0,3.0,"Metamorphosis means butterfly and moth both have flying large winged insects and their four stage life cycle.they are in the group of lepidoptera.they have common body parts like head, thorax and abdomen.they have differences also, like some butterflies are active in day while moths are active in night.butterflies are rest with their folded wings and moths rest with wings spread.butterflies having colourful wings but moths are not so colorful.",4.0,4.0,3.0,4.0,57.625,14.468,8.687,12.0,605.375,10.203,30.328,28.39,20.609,posttest,605.375,6.4074986065653805,0.2544355969766425
599,mixed,mix1_04,lesson2,1,358.1,Lesson2-Flood.xml,Next,Arousal5_Pleasant5,1.0,2.0,"Floods are common natural disasters next to fire. They results in damage and even death. Floods are due to deep snow on the ground, human errors.Heavy rain with deep snow melts creates huge flood. Melting snow will produce huge amount to water into rivers and streams. This results in flooding. Scientists has no option to predict flooding correctly, but they predict when floods are likely to be happen. It will help us to prevent damage and reduce the cause.",4.0,4.0,2.0,5.0,58.437,5.156,9.093,5.453,221.171,4.781,10.437,7.812,12.0,pretest,221.171,5.403447355636655,0.09261875219537095
600,mixed,mix1_04,lesson3,1,1487.597,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant3,2.0,2.0,The two most hurricanes hit the United States in 1992 and 2005 were Andrew and Katrina. They both created huge destruction and damage in south-east U.S. Hurricane Andrew was category 5 and measure 175 miles per hour and damage is huge of 25 million and 26 people died. Hurricane Katrina hits Mississippi and Louisiana coast with category 3 of 12 milers per hour. Katrina was weak compared to Andrew. Even though both are important hurricanes Katrina caused huge damage and fatalities because its path was through New Orleans.,4.0,4.0,4.0,4.0,959.594,16.671,36.0,8.89,401.64,3.906,13.671,8.015,9.171,pretest,401.64,5.998042862468105,0.168627654135047
601,mixed,mix1_04,lesson9,1,2951.881,Lesson9-Job.xml,Next,Arousal7_Pleasant7,3.0,3.0,"The deterioration of middle of labor market has multiple roots is very easy to misinterpret. The work force got increased in 1970s, whereas the wages decreased. The manufacturing sectors moved from U.S to low wages countries, Due to this factors middle-level jobs disappear because of new technological gains. The machines are into work instead of production worker. This affects the workers and their economy.",4.0,5.0,5.0,4.0,2506.095,18.015,32.625,8.671,317.015,11.093,8.859,13.875,10.796,posttest,317.015,5.762098551479037,0.13298578031380853
602,mixed,mix1_04,lesson10,1,1638.165,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant5,4.0,3.0,"Butterfly and moth are similar insects called lepidoptera. Their body parts like antennae, life stage, head, thorax and abdomen are similar. Both the insects is having a four-state life cycle called metamorphosis. Apart from their similarity, they have differences too. Butterflies are active in day, moths are active at night. The knob in antenna are different The physical appearance of butterfly is so colorful, moths are not so bright. The metamorphosis cycle is also having a difference in pupa stages. Butterfly forms a chrysalis whereas moth caterpillar spins a silk cocoon.",4.0,6.0,6.0,5.0,281.75,53.046,37.109,7.171,1167.766,20.765,9.593,12.625,19.906,posttest,1167.766,7.063703770348764,0.4913002239804844
603,mixed,mix2_01,lesson2,1,434.836,Lesson2-Flood.xml,Next,Arousal5_Pleasant2,5.0,2.0,"floods are one of the dangerous disaster in the world. it can be categorizes into few types, according to the quantity of water level and according to the damage it creates. scientists are trying to resolve or reduce this disaster by various scientific methods. but yet they didn't find any fruitful solution. but we can reduce the amount of flood by reduce the global warming.",4.0,4.0,5.0,3.0,11.843,116.203,3.625,3.531,265.0,3.812,3.218,3.015,4.703,pretest,265.0,5.583496308781699,0.11107839990835247
604,mixed,mix2_01,lesson3,1,690.227,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant2,5.0,2.0,"According to two Hurricanes, one was more effective, but another one was less effective compare to the previous one. Nevertheless, both created huge amount of damages in USA's coastal region and south-east region. and both were named as Andrew and Katrina. due to hurricane Andrew, USA's south-east region registered 7 inches rainfall.",4.0,4.0,5.0,4.0,148.031,129.578,3.437,8.453,351.547,5.531,7.531,8.734,5.031,pretest,351.547,5.865183946697558,0.14752977070429607
605,mixed,mix2_01,lesson9,1,1136.557,Lesson9-Job.xml,Next,Arousal5_Pleasant3,5.0,3.0,"Today’s workers may whinge that they are over-worked, but it was their parents or grandparents in the 1950s who had a lot more to complain about.On average, workers did a 48-hour week in 1952. Today, a typical worker with a full-time job does only 37 hours.Of all the seismic changes, it is probably the type of jobs that people did which have changed most dramatically.In 1952, 8.7million people worked in manufacturing. Today, the number is a paltry 2.5million.Around 8.8 lakh worked in ‘mining and quarrying’, compared to 60 thousand today.",4.0,5.0,4.0,5.0,62.703,305.0,25.531,8.406,679.625,17.75,5.687,4.515,3.749,posttest,679.625,6.523011493687225,0.28570778759675425
606,mixed,mix2_01,lesson10,1,586.209,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant7,4.0,1.0,"Butterflies are primarily diurnal, flying in the daytime. Moths are generally nocturnal, flying at night. However, there are moths that are diurnal, such as the buck moth and there are butterflies that are crepuscular, that is, flying at dawn and dusk.Both cocoons chrysalides are protective coverings for the pupa. The pupa is the intermediate stage between the larva and adult. A moth makes a cocoon, which is wrapped in a silk covering. A butterfly makes a chrysalis, which is hard, smooth and has no silk covering.",5.0,5.0,5.0,4.0,52.14,150.921,29.187,8.734,264.843,10.703,25.343,11.828,12.125,posttest,264.843,5.582905908966112,0.11101227554569446
607,mixed,mix11_03,lesson2,1,709.039,Lesson2-Flood.xml,Next,Arousal7_Pleasant3,1.0,1.0,"Flood is the main natural disaster in the world cause huge property damage and death. Main cause of flooding is the melting of snows. When the deep snow melts water level in the rivers and streams get raised which cause flooding. Heavy rain also result flooding the surrounding land. Scientist cannot always predict the flood will occur, they can predict probably going to occur.",1.0,5.0,3.0,3.0,103.953,9.046,5.187,2.75,490.156,3.593,19.906,23.484,18.125,pretest,490.156,6.196761796273483,0.20590831709706464
608,mixed,mix11_03,lesson3,1,813.117,Lesson3-Hurricane.xml,Next,Arousal6_Pleasant3,1.0,1.0,Andrew and Katrina were two hurricanes which cause massive destruction and damage in parts of the south-east U.S. It was a category 5 hurricane which is the strongest measure of hurricanes and Katrina was measured category 3. Andrew damaged property worth 25 billion and 26 lives where as Katrina damaged property worth 81 billion and 1800 people lives. Both hurricanes caused huge devastation but Hurricane Andrew was the stronger than hurricane Katrina.,4.0,3.0,4.0,2.0,49.421,9.968,16.593,4.859,648.281,6.64,15.375,14.859,17.125,pretest,648.281,6.475865596803834,0.2725065008250804
609,mixed,mix11_03,lesson9,1,687.551,Lesson9-Job.xml,Next,Arousal6_Pleasant4,1.0,1.0,In 1970s increase of population resulted too many workers and decreased wages. Many production jobs moved to other countries from US. The high rate of unemployment caused due to decreased wages. Middle level jobs disappear and technological gains distributed. Only firm and consumers got benefits than a production worker.,4.0,4.0,5.0,3.0,34.64,7.625,4.093,2.999,455.437,8.546,62.609,13.218,61.109,posttest,455.437,6.123450683939499,0.19128556711538575
610,mixed,mix11_03,lesson10,1,558.988,Lesson10-Butterfly.xml,Next,Arousal6_Pleasant6,1.0,1.0,Butterfly and moth are in the same group of insects called lepidoptera. Both have common things like four stage cycle and main body parts. They are have some differences too. Butterfly active during the day but moth in the night. Butterfly has colorful wing and moth are not. The four stage cycle are slight different in pupa stage.,4.0,3.0,2.0,5.0,42.671,9.546,2.906,7.937,406.765,4.234,23.437,12.937,13.14,posttest,406.765,6.010691028071577,0.17078617234283247
611,mixed,mix3_03,lesson2,1,530.57,Lesson2-Flood.xml,Next,Arousal4_Pleasant6,2.0,3.0,"After fire, flood are the second most common natural disasters.One of the condition for flooding is that the melting of deep snow together with heavy rain and sudden warmer weather.Another reason is that the fast snow melting on top of frozen ground.And also if the rivers were in their full capacity a heavy rainfall results in flood. Unfortunately scientists can't predict the exactly when flood is going to happen but they are good in predicting likelihood of flood.",4.0,3.0,3.0,5.0,60.062,3.406,3.187,3.765,406.75,2.781,16.421,6.781,7.218,pretest,406.75,6.010654241501123,0.1707798547285658
612,mixed,mix3_03,lesson3,1,612.396,Lesson3-Hurricane.xml,Next,Arousal3_Pleasant4,2.0,3.0,"Hurricane Andrew in 1992 and Hurricane Katrina in 2005 were the two most destructive hurricanes hit the United States in recent years.Hurricane Andrew was of category 5 made landfall in Florida, measured 175 miles per hour caused extensive damage including killing 26 people.The latter was of category 3 with winds of 120 miles per hour, becomes more destructive than Andrew because of Mew Orleans was in its path. It killed more than 1800 people and caused damage about 81 billion.",5.0,3.0,4.0,5.0,75.109,5.328,3.687,5.687,466.875,2.39,15.593,7.312,10.203,pretest,466.875,6.1482011662245935,0.1961029585808785
613,mixed,mix3_03,lesson9,1,711.523,Lesson9-Job.xml,Next,Arousal4_Pleasant4,4.0,4.0,"Increase in world trade results in decreased wage of workers.Also when the manufacturing technologies become mobile, jobs were moved to places where wages are low.Although the technologies introduced shift system in the job, new machines caused unemployment which results in low wage and middle level jobs disappeared. But these factors benefited both the consumers and producers.",3.0,4.0,5.0,4.0,90.218,5.781,5.515,4.203,511.297,4.921,14.531,48.0,7.25,posttest,511.297,6.238904534984227,0.2148123626445365
614,mixed,mix3_03,lesson10,1,893.91,Lesson10-Butterfly.xml,Next,Arousal6_Pleasant7,2.0,3.0,"Butterfly and moth are similar in some cases, but they are different in other cases.Both are similar in following features, having two long antenna, same metamorphosis, are lepidoptera insects, have a proboscis, have tiny colored scales covering wings.But butterfly is diurnal whereas moth is nocturnal.Butterfly body is slender and smooth, while moth are thicker and hairier.Antennae of butterfly have thick knobs at end while moth's are plain or feathery.Butterfly rests with their wings folded whereas moth spread their wings.Butterfly has colorful wings but moth's aren't so pleasant. Caterpiller of butterfly forms chrysalis wheres moth's caterpiller usually spin as silk cocoon",4.0,3.0,4.0,5.0,125.234,12.609,12.781,6.343,636.14,6.453,26.265,21.109,22.109,posttest,636.14,6.456989411643809,0.2673930238376221
615,mixed,mix5_02,lesson2,1,930.787,Lesson2-Flood.xml,Next,Arousal6_Pleasant5,2.0,1.0,"This topic discussed about floods and what condition it occur. Because floods are one of the most common disasters in the world wide. We can't exactly predict when floods will occur. But we can predict the conditions. Deep Snow is one of the condition. When it felts due to warm weather it leads to snow. Heavy rainfall but the rivers are already filled with water results in the the rivers overflowing and flooding the surrounding land. Deep snow, ice-covered rivers and weak dams are all strong conditions for flooding.",4.0,5.0,2.0,6.0,112.015,25.468,25.437,6.156,641.469,11.484,43.39,18.437,27.328,pretest,641.469,6.465318566578116,0.26963746159943464
617,mixed,mix5_02,lesson9,1,763.507,Lesson9-Job.xml,Next,Arousal7_Pleasant3,1.0,3.0,"The Job market collapsed due explosive growth in world trade since 1960. So many production jobs are moved to other countries where the wages are low. One more point is technology has introduced. Because of new machines, so many unemployment and wages also reduced. So middle-level jobs are disappear. machine replaces many worked people. So the workers are also suffer and economy also suffer.",3.0,4.0,3.0,4.0,59.468,6.5,4.25,3.453,631.469,4.359,10.14,9.125,13.671,posttest,631.469,6.449631207542848,0.2654257187549751
618,mixed,mix5_02,lesson10,1,499.101,Lesson10-Butterfly.xml,Next,Arousal9_Pleasant8,1.0,1.0,"Butterfly and moth have many things in common. They both have four stage life cycle. Both have same body structure like wings, head and abdomen. They have some differences also. Butterflies are active during the day where as moth are active at night.Their wings and antennae have slight difference. Their pupa cycle stages are slightly different.",4.0,4.0,3.0,4.0,56.656,3.703,3.749,4.234,382.234,3.968,7.75,9.875,6.328,posttest,382.234,5.948645768674311,0.1604543459710889
619,mixed,mix14_04,lesson2,1,278.192,Lesson2-Flood.xml,Next,Arousal4_Pleasant5,4.0,3.0,"Floods are a very common natural disaster that are hard to predict. Right now all scientist can do is moderately predict when one will occur. Usually they look at symptoms like deep snow, rain and warmer weather. When these factors line up and all act together they can cause major floods.",4.0,4.0,3.0,5.0,90.859,3.968,2.765,2.578,137.125,2.468,8.671,8.468,10.203,pretest,137.125,4.928159072272018,0.05722073828482669
620,mixed,mix14_04,lesson3,1,265.832,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant2,1.0,1.0,Two of the most destructive hurricanes in recent history are Katrina 2005 and Andrew 1992. Andrew caused are huge storm surge over South Florida costing over 25 billion. Katrina was worse even though it was weaker since it hit New Orleans. New Orleans is below sea level in a marshland that was dredged and levied. Katrina broke the levies and flooded the entire city causing 81 billion in damages.,5.0,3.0,1.0,4.0,26.5,5.968,2.265,2.468,183.109,2.156,8.203,10.812,12.656,pretest,183.109,5.21552797351887,0.07658801658078923
621,mixed,mix14_04,lesson9,1,284.178,Lesson9-Job.xml,Next,Arousal6_Pleasant3,1.0,2.0,"When workers are replaced by machines or production methods, the consumer and the manufacturer gain leverage. However if enough workers are replaced by these methods we see an increase in unemployment and wage loss. If we can figure out a way to distribute the wealth gained by these methodspractices it can soften the blow of unemployment.",4.0,3.0,6.0,2.0,52.812,10.89,14.265,4.093,143.406,4.968,17.187,9.5,15.562,posttest,143.406,4.9726287768420345,0.0598661339654317
622,mixed,mix14_04,lesson10,1,320.927,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant7,3.0,2.0,Butterflies and Moths have many similarities and differences. They both are part of the Lepidoptera family and have the same anatomical body parts as well as tongues. They follow a similar life cycle stages. Their differences are that one is diurnal butterfly and one is nocturnal moths. Butterflies are more colorful compared to moths.,3.0,1.0,2.0,5.0,71.89,5.796,6.843,5.484,190.765,3.375,10.984,8.484,5.453,posttest,190.765,5.256270664045692,0.07981252690250741
623,mixed,mix13_03,lesson2,1,674.724,Lesson2-Flood.xml,Next,Arousal5_Pleasant9,1.0,2.0,"Flood is one of the natural disasters. It cause widespread damage, even death.Deep snow melts cause large amount of water but its not the only cause, heavy rain is serious flooding. melting snow will raise water levels in river and streams, even rivers are full capacity of water, heavy raining cause flooding. Even scientist cannot predict why flooding occurs, so knowledge of why floods occur help to reduce flooding.",5.0,5.0,3.0,5.0,2.421,3.546,3.625,3.5,621.015,2.578,4.375,4.39,3.859,pretest,621.015,6.432964208204027,0.2610227627853771
624,mixed,mix13_03,lesson3,1,393.693,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant9,1.0,2.0,"Most destructive hurricanes hit united states in recent years.Both hurricanes cause massive destruction and damage to south-east parts.hurricane andrew, storm surges nearly 17 feet and damage was extensive.property damage was 25 billion and 26 people died. Hurricane katrina storm surge 12 feet in florida.more than 1800 people died and caused damaged to property 81 billion. Both hurricane caused so many damage, andrew was the stronger of two, but katrina inflicated more destruction",5.0,5.0,3.0,5.0,1.593,2.984,2.921,3.046,346.406,2.265,2.953,3.625,3.921,pretest,346.406,5.850494124815027,0.14536451370795941
626,mixed,mix13_03,lesson10,1,711.662,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant9,1.0,2.0,"Butterfly and moth have some common things and differences as well. Both are insects and have it has three main body parts and same tongue, tiny scales covering wings. Most of the butterflies are active during day and where as most of moths are active during night.Butterfly hangs on tree, where as moths hidden among leaves.",5.0,5.0,5.0,5.0,247.734,2.828,7.25,3.484,426.234,2.921,1.593,1.203,1.765,posttest,426.234,6.057331872494008,0.17898601448671067
628,mixed,mix1_03,lesson2,1,533.301,Lesson2-Flood.xml,Next,Arousal9_Pleasant9,1.0,3.0,"One of the natural disaster is floods. This results widespread damage and death. Scientists tried to predict the floods but tried to perfect. There are many conditions that cause floods - deep snow or snow melt at the top of frozen or wet ground flood is likely to occur, weak dams, deep snow, ice-covered rivers.",4.0,4.0,5.0,4.0,12.921,3.312,4.062,5.765,436.984,5.656,13.39,14.875,12.125,pretest,436.984,6.082182380028856,0.18351363804450463
